latitud,longitud,radio_error,n_gruas,direccion,num,cp,provincia,comunidad,pais,uso1,uso2,obra_nueva
41.6999092102,2.7230401039,,,Carrer de Roger de Lluria,,08490,Tordera,Catalonia,ES,residencial,residencial,1
41.7065315247,2.7246999741,,,Carrer de Miguel Hernandez,,08490,Tordera,Catalonia,ES,residencial,residencial,1
41.8637619019,1.9719400406,,,Carrer del Doctor Fleming,,,Avinyo,Catalonia,ES,residencial,residencial,1
41.6955299377,2.7174899578,,,Carrer de Catalunya,,08490,Tordera,Catalonia,ES,residencial,residencial,1
41.7835502625,1.7856299877,,,Carrer de Bonavista,,08250,Callus,Catalonia,ES,residencial,residencial,1
41.8260116577,1.8969700336,,,Carrer de Jordi Kung,,,Sallent,Catalonia,ES,residencial,residencial,1
41.7847595215,1.8392599821,,,Carrer Ample,,08251,Santpedor,Catalonia,ES,residencial,residencial,1
41.7841796875,1.8366400003,,,Carrer de Josep Espinal,,08251,Santpedor,Catalonia,ES,residencial,residencial,1
41.3946151733,1.8441610336,,,N-340 Carretera de Cadiz i Gibraltar a Barcelona,,,Subirats,Catalonia,ES,residencial,residencial,1
41.7841911316,1.8387099504,,,Carrer de Font Barrera,,08251,Santpedor,Catalonia,ES,residencial,residencial,1
41.4168319702,1.7087163925,,,Carrer de Barcelona,,08733,el Pla del Penedes,Catalonia,ES,residencial,residencial,1
41.4612236023,1.6633353233,,,Avinguda de Catalunya,,08776,Sant Quinti de Mediona,Catalonia,ES,residencial,residencial,1
41.8339614868,1.7557599545,,,Carrer del Transformador,,08260,Suria,Catalonia,ES,residencial,residencial,1
41.9863014221,2.312609911,,,Carrer Collsacabra,,08560,Roda de Ter,Catalonia,ES,residencial,residencial,1
42.0426832,2.2704992,,,carrer Manlleu,,08570,Torello,Catalonia,ES,residencial,residencial,1
41.9864997864,2.093100071,,,Passeig de Montserrat,,08516,Olost,Catalonia,ES,residencial,residencial,1
42.1076545715,2.210258007,,,C. de Torello,,08585,Montesquiu,Catalonia,ES,residencial,residencial,1
41.4618186951,1.6669299603,,,Avinguda de Montserrat,,08776,Sant Quinti de Mediona,Catalonia,ES,residencial,residencial,1
41.9858512878,2.311549902,,,Carrer Josep Caminals,,08560,Roda de Ter,Catalonia,ES,residencial,residencial,1
41.9000587463,1.8752000332,,,Carrer de la Carretera de Viver,,08670,Navas,Catalonia,ES,residencial,residencial,1
41.8232803345,1.8959000111,,,Carrer del Clos,,,Sallent,Catalonia,ES,residencial,residencial,1
41.5778694153,1.6219899654,,,Carrer de la Soledat,,08700,Igualada,Catalonia,ES,residencial,residencial,1
41.3411307262,2.0301164425,,,Carrer dek Gaia,,08830,Sant Boi de Llobregat,Catalonia,ES,residencial,residencial,1
41.6061019897,1.6434500217,,,Carrer la Font,,08711,+Ædena,Catalonia,ES,residencial,residencial,1
41.5809780684,1.6165789128,,,Carrer de Sant Magi,,08700,Igualada,Catalonia,ES,residencial,residencial,1
41.3790869,2.0572066,,,Carretera Reial,,089809,Sant Just Desvern,Catalonia,ES,residencial,residencial,1
41.3065308666,1.99697097,,,Carrer Mare de Deu dels Dolors,,08850,Gava,Catalonia,ES,residencial,residencial,1
41.3546338,2.066041,,,Carrer del Doctor Marti i Julia,,08940,Cornella de Llobregat,Catalonia,ES,residencial,residencial,1
41.3520088196,2.0768098831,,,Passeig dels Ferrocarrils Catalans,,08940,Cornella de Llobregat,Catalonia,ES,residencial,residencial,1
41.3254585266,2.0964200497,,,Carrer Narcis Monturiol,,08820,el Prat de Llobregat,Catalonia,ES,residencial,residencial,1
41.3551669,2.0672018,,,Carrer de Joaquim Rubio i Ors,,08940,Cornella de Llobregat,Catalonia,ES,residencial,residencial,1
41.3861773,2.0986851,,,Avinguda dels Traginers,,08906,Esplugues de Llobregat,Catalonia,ES,residencial,residencial,1
41.3851181,2.0975785,,,Carrer de J. Anguera i Sala,,08906,Esplugues de Llobregat,Catalonia,ES,residencial,residencial,1
41.3845851,2.0979976,,,Carrer de Joan Miro,,08906,Esplugues de Llobregat,Catalonia,ES,residencial,residencial,1
41.3604880012,2.0750497258,,,Carrer de Mossen Jaume Soler i Puigvert,,08940,Cornella de Llobregat,Catalonia,ES,residencial,residencial,1
41.364776088,2.0744675984,,,Carrer de Josep Feliu i Codina,,08940,Cornella de Llobregat,Catalonia,ES,residencial,residencial,1
41.3663038,2.0592552,,,Carrer de Montjuic,,08970,Sant Joan Despi,Catalonia,ES,residencial,residencial,1
41.3528036952,2.0699892656,,,Carrer de Joaquim Rubio i Ors,,08940,Cornella de Llobregat,Catalonia,ES,residencial,residencial,1
41.5453513,1.6712164,,,Carrer dels Avets,,08787,la Pobla de Claramunt,Catalonia,ES,residencial,residencial,1
41.3639,2.06006,,,Carrer de Maria Aurelia Campmany,,08970,Cornella de Llobregat,Catalonia,ES,residencial,residencial,1
41.3806677,2.0549633,,,Carrer de Sant Jaume,,089809,Sant Feliu de Llobregat,Catalonia,ES,residencial,residencial,1
41.530670166,1.6888600588,,,Carrer de la Divina Pastora,,08786,Capellades,Catalonia,ES,residencial,residencial,1
41.3818498001,2.0417138865,,,Carrer Joan Antoni Samaranch,,08980,Sant Feliu de Llobregat,Catalonia,ES,residencial,residencial,1
41.36747,2.07659,,,Passatge dels Rossers,,08940,Cornella de Llobregat,Catalonia,ES,residencial,residencial,1
41.352561,2.0876245,,,Carrer de Lepanto,,08940,Cornella de Llobregat,Catalonia,ES,residencial,residencial,1
41.3919117,2.0464113,,,Carrer Joan Fuster i Ortells,,08980,Sant Feliu de Llobregat,Catalonia,ES,residencial,residencial,1
41.3846973,2.0519129,,,Carrer de les Roses,,089809,Sant Feliu de Llobregat,Catalonia,ES,residencial,residencial,1
41.3043389,2.0064394,,,Carrer de Francesc Rius i Taulet,,08840,Gava,Catalonia,ES,residencial,residencial,1
41.3769350364,2.0477964185,,,Carrer A,,08980,Sant Feliu de Llobregat,Catalonia,ES,residencial,residencial,1
41.3065350643,2.0046851646,,,Parc Municipal,,08850,Gava,Catalonia,ES,residencial,residencial,1
41.307803,2.0011571,,,Carrer de Sant Joan,,08850,Gava,Catalonia,ES,residencial,residencial,1
41.3799327,2.0426818,,,Carrer de Ramon y Cajal,,08980,Sant Feliu de Llobregat,Catalonia,ES,residencial,residencial,1
41.30528,2.00818,,,Carrer de la Industria,,08840,Gava,Catalonia,ES,residencial,residencial,1
41.358889,2.0732417,,,Carrer de Mossen Joaquim Palet,,08940,Cornella de Llobregat,Catalonia,ES,residencial,residencial,1
41.5322494507,1.6890850067,,,Ronda del Capello,,08786,Capellades,Catalonia,ES,residencial,residencial,1
41.30891,1.99646,,,Carrer de Pau Claris,,08850,Gava,Catalonia,ES,residencial,residencial,1
41.3052962507,1.9965933861,,,Avinguda Diagonal,,08850,Gava,Catalonia,ES,residencial,residencial,1
41.331325405,2.0940224749,,,Carrer de Flaquer,,08820,el Prat de Llobregat,Catalonia,ES,residencial,residencial,1
41.3795206,2.060657,,,Torreblanca,,089809,Sant Just Desvern,Catalonia,ES,residencial,residencial,1
41.381061554,2.0676300526,,,Carrer Industria,,08960,Sant Just Desvern,Catalonia,ES,residencial,residencial,1
41.3319557,2.0957469,,,Avinguda de Josep Anselm Clave,,08820,el Prat de Llobregat,Catalonia,ES,residencial,residencial,1
41.3241833,2.0971979,,,Carrer d'Eduard Blasco Ejarque,,08820,el Prat de Llobregat,Catalonia,ES,residencial,residencial,1
41.378624,2.0778795,,,Carretera Reial,,08960,Sant Just Desvern,Catalonia,ES,residencial,residencial,1
41.3879142979,2.0588178046,,,4-6-8 Carrer Carolina Catasus,,08960,Sant Just Desvern,Catalonia,ES,residencial,residencial,1
41.3277397,2.0975157,,,Carrer Enric Morera,,08820,el Prat de Llobregat,Catalonia,ES,residencial,residencial,1
41.38472,2.05868,,,Passeig del Cami de Can Gelabert,,089809,Sant Just Desvern,Catalonia,ES,residencial,residencial,1
41.3804636,2.0718976,,,Carrer Sadet,,08960,Sant Just Desvern,Catalonia,ES,residencial,residencial,1
41.3791732,2.0789535,,,Carrer Bonavista,,08960,Sant Just Desvern,Catalonia,ES,residencial,residencial,1
41.3429774789,2.0415929096,,,Carrer Maria Fortuny,,08830,Sant Boi de Llobregat,Catalonia,ES,residencial,residencial,1
41.3865216,2.062534,,,Carrer de Zambrano,,089809,Sant Just Desvern,Catalonia,ES,residencial,residencial,1
41.3783108287,2.0791059535,,,Carretera Reial,,08960,Sant Just Desvern,Catalonia,ES,residencial,residencial,1
41.3499457996,2.0291538163,,,Carrer Riera Gasulla,,08690,Sant Boi de Llobregat,Catalonia,ES,residencial,residencial,1
41.3462292,2.0399111,,,Carrer Major,,08830,Sant Boi de Llobregat,Catalonia,ES,residencial,residencial,1
41.339629,2.0410967,,,Avinguda Onze de Setembre,,08830,Sant Boi de Llobregat,Catalonia,ES,residencial,residencial,1
41.3475307,2.0391593,,,Carrer de Miguel Cervantes,,08830,Sant Boi de Llobregat,Catalonia,ES,residencial,residencial,1
41.3937570945,2.0005118594,,,Carrer Granollers,,08620,Sant Vicenc dels Horts,Catalonia,ES,residencial,residencial,1
41.35376,2.02649,,,Cami del Llor,,08690,Sant Boi de Llobregat,Catalonia,ES,residencial,residencial,1
41.3474532,2.0330258,,,Carrer Eusebi Guell,,08849,Sant Boi de Llobregat,Catalonia,ES,residencial,residencial,1
41.5013885498,1.8141599894,,,Carrer de Rogelio Rojo,,08783,Masquefa,Catalonia,ES,residencial,residencial,1
41.5207595825,1.7510800362,,,Carrer de l'Onze de Setembre,,08784,Piera,Catalonia,ES,residencial,residencial,1
41.3477767858,2.034613081,,,Carrer de Joan Marti,,08830,Sant Boi de Llobregat,Catalonia,ES,residencial,residencial,1
42.099899292,1.8422900438,,,Carrer de Cervantes,,08600,Berga,Catalonia,ES,residencial,residencial,1
42.2381210327,1.8757400513,,,Placa de Sant Pere,,,Baga,Catalonia,ES,residencial,residencial,1
41.9766807556,1.8793599606,,,Carrer del Llobregat,,08692,Puig-reig,Catalonia,ES,residencial,residencial,1
42.1458587646,1.8625299931,,,Eix del Llobregat,,08698,Cercs,Catalonia,ES,residencial,residencial,1
41.4171420972,1.9993917111,,,Carrer de l'Atlantida,,08750,Palleja,Catalonia,ES,residencial,residencial,1
41.2863082886,1.9770499468,,,Carrer de Pelai,,08850,Castelldefels,Catalonia,ES,residencial,residencial,1
41.4806071,1.91201,,,Carrer Enric Prat de la Riba,,08760,Martorell,Catalonia,ES,residencial,residencial,1
41.5204332,1.9081708,,,Carrer d'Igualada,,08630,Abrera,Catalonia,ES,residencial,residencial,1
41.494245972,1.872481293,,,Carrer dels Germans Bach,,08635,Sant Esteve Sesrovires,Catalonia,ES,residencial,residencial,1
41.36912915,2.0160704537,,,Carrer Pau Casals,,08690,Santa Coloma de Cervello,Catalonia,ES,residencial,residencial,1
41.5070448,1.8873355,,,Avinguda Sant Esteve,,08635,Sant Esteve Sesrovires,Catalonia,ES,residencial,residencial,1
41.4224056105,1.9982683516,,,Carrer de la Mare de Deu de Loreto,,08750,Palleja,Catalonia,ES,residencial,residencial,1
41.3654123,2.1261596,,,Carrer de Muns,,08902,l'Hospitalet de Llobregat,Catalonia,ES,residencial,residencial,1
41.2869235,1.9778123,,,Carrer de Santa Marta,,08850,Castelldefels,Catalonia,ES,residencial,residencial,1
41.3569068,2.1234253,,,Carrer de Pablo Iglesias,,08902,l'Hospitalet de Llobregat,Catalonia,ES,residencial,residencial,1
41.35833,2.12182,,,Carrer de Pablo Iglesias,,08902,l'Hospitalet de Llobregat,Catalonia,ES,residencial,residencial,1
41.2825086,1.9678682,,,Carrer del Castanyer,,08860,Castelldefels,Catalonia,ES,residencial,residencial,1
41.362324,2.1264492,,,Carrer d'+Çngel Guimera,,08902,l'Hospitalet de Llobregat,Catalonia,ES,residencial,residencial,1
41.3640113,2.1089658,,,Carrer Galvany,,08901,l'Hospitalet de Llobregat,Catalonia,ES,residencial,residencial,1
41.3614016,2.1255772,,,L10,,08038,Barcelona,Catalonia,ES,residencial,residencial,1
41.357449,2.1035765,,,Rambla de la Marina,,08907,l'Hospitalet de Llobregat,Catalonia,ES,residencial,residencial,1
41.35902,2.09449,,,Carretera de l'Hospitalet,,08901,Cornella de Llobregat,Catalonia,ES,residencial,residencial,1
41.36757,2.08889,,,Estronci,,08950,l'Hospitalet de Llobregat,Catalonia,ES,residencial,residencial,1
41.4157153784,2.0221953873,,,Carrer d'Antoni Gaudi,,08750,Molins de Rei,Catalonia,ES,residencial,residencial,1
41.3642776,2.1068922,,,Carrer de l'Estrella,,08901,l'Hospitalet de Llobregat,Catalonia,ES,residencial,residencial,1
41.3740948472,2.1299637125,,,Carrer de Begur,,08028,Barcelona,Catalonia,ES,residencial,residencial,1
41.4461561,1.9764264,,,,,08740,Sant Andreu de la Barca,Catalonia,ES,residencial,residencial,1
41.4074333,2.021082,,,Carrer Canal de la Infanta,,08750,Molins de Rei,Catalonia,ES,residencial,residencial,1
41.4061128,2.025676,,,Avinguda de la Mancomunitat,,08750,Molins de Rei,Catalonia,ES,residencial,residencial,1
41.3817979,2.1501685,,,Carrer de Rocafort,,08029,Barcelona,Catalonia,ES,residencial,residencial,1
41.4367334,2.0090314,,,Carrer de Francesc Macia,,08750,el Papiol,Catalonia,ES,residencial,residencial,1
41.4079961,2.0238946,,,Carrer de Joan Maragall,,08750,Molins de Rei,Catalonia,ES,residencial,residencial,1
41.536551,2.4356309,,,Carrer de Francisco Pizarro,,08302,Mataro,Catalonia,ES,residencial,residencial,1
41.41061,2.01631,,,Passeig del Terraple,,08750,Molins de Rei,Catalonia,ES,residencial,residencial,1
41.5402760696,2.427802073,,,Carrer de la Creu d'en Fins,,08303,Mataro,Catalonia,ES,residencial,residencial,1
41.5392007,2.4375207,,,Carrer de Ramon Llull,,08302,Mataro,Catalonia,ES,residencial,residencial,1
41.5465637,2.4464027,,,Carrer de Miquel Alba,,08301,Mataro,Catalonia,ES,residencial,residencial,1
41.5428533,2.4552626,,,Ronda Cervantes,,08301,Mataro,Catalonia,ES,residencial,residencial,1
41.5437107,2.4510384,,,Carrer Floridablanca,,08301,Mataro,Catalonia,ES,residencial,residencial,1
41.1978988647,1.6530400515,,,Carrer de Teresa Mane,,48331,Cubelles,Catalonia,ES,residencial,residencial,1
41.2024155002,1.6786263196,,,Placa de Catalunya,,48331,Cubelles,Catalonia,ES,residencial,residencial,1
41.5610833,2.5036,,,Carrer de Costablanca,,08394,Sant Andreu de Llavaneres,Catalonia,ES,residencial,residencial,1
41.2108688354,1.6780500412,,,Carrer Sumella,,48331,Cubelles,Catalonia,ES,residencial,residencial,1
41.5713436,2.4862445,,,Passeig de la Riera,,08394,Sant Andreu de Llavaneres,Catalonia,ES,residencial,residencial,1
41.5393838,2.4359399,,,Ronda de Joan Prim,,08302,Mataro,Catalonia,ES,residencial,residencial,1
41.5733709928,2.4901118557,,,Baixada de la Glorieta,,08394,Sant Andreu de Llavaneres,Catalonia,ES,residencial,residencial,1
41.57461,2.4782099,,,Passeig de Joaquim Matas,,08304,Sant Andreu de Llavaneres,Catalonia,ES,residencial,residencial,1
41.5248281,2.4302865,,,Carrer de Cabrils,,08302,Mataro,Catalonia,ES,residencial,residencial,1
41.4103509931,2.1482564884,,,Passatge Garcia i Robles,,08023,Barcelona,Catalonia,ES,residencial,residencial,1
41.5684069,2.4861352,,,Avinguda de Sant Andreu,,08304,Sant Andreu de Llavaneres,Catalonia,ES,residencial,residencial,1
41.4801404842,2.3075400423,,,Carrer de la ciutat de Valladolid,,08320,el Masnou,Catalonia,ES,residencial,residencial,1
41.4805297852,2.3152298927,,,Carrer de Sant Miquel,,08320,el Masnou,Catalonia,ES,residencial,residencial,1
41.5346335,2.4411183,,,Cami Ral,,08302,Mataro,Catalonia,ES,residencial,residencial,1
41.4801101685,2.3141000271,,,Carrer de Sant Miquel,,08320,el Masnou,Catalonia,ES,residencial,residencial,1
41.48237,2.32791,,,Carrer de Manila,,08320,el Masnou,Catalonia,ES,residencial,residencial,1
41.4809531,2.3141997,,,Passeig de Cristofol Colom,,08320,el Masnou,Catalonia,ES,residencial,residencial,1
41.4868934162,2.3285251601,,,Carrer Torrent de Can Gaio,,08320,el Masnou,Catalonia,ES,residencial,residencial,1
41.2296981812,1.7465000153,,,Prat de la Riba,,08800,Sant Pere de Ribes,Catalonia,ES,residencial,residencial,1
41.4941105,2.3674524,,,Carrer dels Batlles,,08330,Premia de Mar,Catalonia,ES,residencial,residencial,1
41.4904450676,2.3549978405,,,Carrer de la Marina,,08330,Premia de Mar,Catalonia,ES,residencial,residencial,1
41.4801889,2.3139531,,,Carrer de Sant Miquel,,08320,el Masnou,Catalonia,ES,residencial,residencial,1
41.4847602439,2.328948443,,,carrer de Salvador Espriu,,08320,el Masnou,Catalonia,ES,residencial,residencial,1
41.4834845858,2.3316285823,,,Carrer Agricultura,,08320,el Masnou,Catalonia,ES,residencial,residencial,1
41.6254463,2.6945522,,,Carrer Girona,,08397,Pineda de Mar,Catalonia,ES,residencial,residencial,1
41.4388740193,2.2356473105,,,carrer d'Antoni Bori,,08910,Badalona,Catalonia,ES,residencial,residencial,1
41.4938627,2.3607348,,,Gran Via de Lluis Companys,,08330,Premia de Mar,Catalonia,ES,residencial,residencial,1
41.6170569,2.674258,,,Passeig Maritim,,08397,Pineda de Mar,Catalonia,ES,residencial,residencial,1
41.6174361,2.6746923,,,Carrer Ponent,,08370,Pineda de Mar,Catalonia,ES,residencial,residencial,1
41.4483344,2.2372452,,,Carrer de Miquel Servet,,08912,Badalona,Catalonia,ES,residencial,residencial,1
41.4505087,2.2400764,,,Coll i Pujol - Vila Vall-Llebrera,,08912,Badalona,Catalonia,ES,residencial,residencial,1
41.4319082,2.2383618,,,Carrer de la Mar Jonica,,08910,Badalona,Catalonia,ES,residencial,residencial,1
41.4316885,2.2390718,,,Carrer de la Mar Jonica,,08910,Badalona,Catalonia,ES,residencial,residencial,1
41.4372969,2.2384094,,,Carrer de la Industria,,08912,Badalona,Catalonia,ES,residencial,residencial,1
41.40877797,2.1509377862,,,Carrer de Maignon,,08012,Barcelona,Catalonia,ES,residencial,residencial,1
41.4310608,2.224521,,,Carrer d'Enric Granados,,08918,Badalona,Catalonia,ES,residencial,residencial,1
41.4374627,2.2381304,,,carrer d'Antoni Bori,,08910,Badalona,Catalonia,ES,residencial,residencial,1
41.4601913,2.2395171,,,carrer de l'Astronomia,,08915,Badalona,Catalonia,ES,residencial,residencial,1
41.4092529434,2.1900401712,,,Carrer de les Escoles,,08026,Barcelona,Catalonia,ES,residencial,residencial,1
41.4404041,2.2442684,,,Carrer d'Eduard Maristany,,08912,Badalona,Catalonia,ES,residencial,residencial,1
41.4125378,2.2203396,,,Avinguda Eduard Maristany,,08019,Barcelona,Catalonia,ES,residencial,residencial,1
41.3830908,2.1644066,,,54 Carrer de Valldonzella,,08002,Barcelona,Catalonia,ES,residencial,residencial,1
41.3737955,2.1379082,,,14 Carrer d'Almeria,,08014,Barcelona,Catalonia,ES,residencial,residencial,1
41.4401198,2.1890469,,,Carrer de la Residencia,,08030,Barcelona,Catalonia,ES,residencial,residencial,1
41.6164283752,2.5413498878,,,Carrer de Lluis Companys,,,Arenys de Munt,Catalonia,ES,residencial,residencial,1
41.580196,2.5524406,,,Carrer Bisbe Catala,,08394,Arenys de Mar,Catalonia,ES,residencial,residencial,1
41.5804644,2.5531401,,,Carrer Bisbe Catala,,08394,Arenys de Mar,Catalonia,ES,residencial,residencial,1
41.5529276616,2.4050870128,,,Avinguda de Catalunya,,08310,Argentona,Catalonia,ES,residencial,residencial,1
41.6169416627,2.6667163172,,,Carrer Bruguera,,08370,Calella,Catalonia,ES,residencial,residencial,1
41.5828132999,2.5548725267,,,Carrer Mossen Josep Palomer Alsina,,08394,Arenys de Mar,Catalonia,ES,residencial,residencial,1
41.5132248,2.3622582,,,Carrer Manuel Moreno,,08339,Vilassar de Dalt,Catalonia,ES,residencial,residencial,1
41.5780548374,2.5499874818,,,Carrer Platja Cassa,,08394,Arenys de Mar,Catalonia,ES,residencial,residencial,1
41.5009556034,2.3485340973,,,Carrer de la Riereta,,08338,Premia de Dalt,Catalonia,ES,residencial,residencial,1
41.5205262,2.3558945,,,Carrer del Abat Oliba,,08339,Vilassar de Dalt,Catalonia,ES,residencial,residencial,1
41.583278917,2.547715596,,,Carrer Hospital,,08394,Arenys de Mar,Catalonia,ES,residencial,residencial,1
41.4916319,2.3207884,,,carrer del Tenor Vinas,,08329,Teia,Catalonia,ES,residencial,residencial,1
41.5256293317,2.3945929031,,,Carrer de Mossen Cinto Verdaguer,,08340,Cabrera de Mar,Catalonia,ES,residencial,residencial,1
41.525741,2.3947228,,,Carrer de Mossen Cinto Verdaguer,,08340,Cabrera de Mar,Catalonia,ES,residencial,residencial,1
41.47537,2.26779,,,cami de Can Tomeu,,08391,Tiana,Catalonia,ES,residencial,residencial,1
41.4780699,2.2705613,,,Carrer Matas,,08391,Tiana,Catalonia,ES,residencial,residencial,1
41.6362935545,2.7085143695,,,Carrer de Ponent,,08398,Santa Susanna,Catalonia,ES,residencial,residencial,1
41.6616096497,2.7515399456,,,Carer de Sant Ramon,,08389,Palafolls,Catalonia,ES,residencial,residencial,1
41.4708012,2.267054,,,carrer de la Riera de Sant Jordi,,08915,Montgat,Catalonia,ES,residencial,residencial,1
41.4822993,2.2718698,,,carrer de Cals Frares,,08391,Tiana,Catalonia,ES,residencial,residencial,1
41.4747134148,2.2681224828,,,Passeig de la Vilesa,,08391,Tiana,Catalonia,ES,residencial,residencial,1
41.6486703375,2.7371401669,,,Carrer de Zenobia Camprubi,,08380,Malgrat de Mar,Catalonia,ES,residencial,residencial,1
41.4748903819,2.2671524669,,,cami de Can Tomeu,,08391,Tiana,Catalonia,ES,residencial,residencial,1
41.9017967824,2.2873268567,,,C. Creu del Cim,,08507,Santa Eugenia de Berga,Catalonia,ES,residencial,residencial,1
41.4994005235,2.3441444741,,,Torras i Bages,,08338,Premia de Dalt,Catalonia,ES,residencial,residencial,1
41.5084460188,2.3610137884,,,,,08338,Vilassar de Dalt,Catalonia,ES,residencial,residencial,1
